filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
MyData/Contracts_12k/0x00000000062c52e29e8029dc2413172f6d619d85.sol,0x00000000062c52e29e8029dc2413172f6d619d85.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559691.218899,2.126518726348877,0,"{use_custom_error_not_require,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x000f9119e37477e96d7be8aca547e33e0ca20c8c.sol,0x000f9119e37477e96d7be8aca547e33e0ca20c8c.sol,semgrep,solidity,2023/08/21,20240129_1927,1706558830.8179576,2.0505542755126953,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x001e9f8aa2bb68ef4f6146ba4b61700260e72e3b.sol,0x001e9f8aa2bb68ef4f6146ba4b61700260e72e3b.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559821.645254,2.1510558128356934,0,"{inefficient_state_variable_increment,non_payable_constructor,use_abi_encodecall_instead_of_encodewithselector,use_custom_error_not_require,use_multiple_require,use_nested_if,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x0031d66661888ab4321dbd06901352b7d9a17da2.sol,0x0031d66661888ab4321dbd06901352b7d9a17da2.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557914.7049878,2.09409499168396,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x00352c50f440539d18ac62e0c38f181a59430e79.sol,0x00352c50f440539d18ac62e0c38f181a59430e79.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557869.5538208,2.1653220653533936,0,"{inefficient_state_variable_increment,non_payable_constructor,use_abi_encodecall_instead_of_encodewithselector,use_custom_error_not_require,use_multiple_require,use_nested_if,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x003febb8b2eb995160dd1eb730dc27bf5cb7ecdd.sol,0x003febb8b2eb995160dd1eb730dc27bf5cb7ecdd.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557945.6411579,2.012622117996216,0,{non_payable_constructor},{},{},{}
MyData/Contracts_12k/0x0045a64b8194086b4205427c273a8fa2255a0641.sol,0x0045a64b8194086b4205427c273a8fa2255a0641.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557657.0949714,2.047821044921875,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x0084656dff48337a23d263b6279c9811dde29cae.sol,0x0084656dff48337a23d263b6279c9811dde29cae.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557849.150907,2.064765453338623,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x0097b8fc32e86fe737150b80a2d10f8f3254993e.sol,0x0097b8fc32e86fe737150b80a2d10f8f3254993e.sol,semgrep,solidity,2023/08/21,20240129_1927,1706556998.5946684,2.0186588764190674,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x00c18510e82bfe8651f437ff8e7c21f7d17d7b50.sol,0x00c18510e82bfe8651f437ff8e7c21f7d17d7b50.sol,semgrep,solidity,2023/08/21,20240129_1927,1706558404.9147787,1.948754072189331,0,{},{},{},{}
MyData/Contracts_12k/0x010eb6677ffda641d28106496abe66d70f85fe4a.sol,0x010eb6677ffda641d28106496abe66d70f85fe4a.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559127.5605276,2.1117968559265137,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x013ad9c437308558a42d12007cb9ed40c982a3ed.sol,0x013ad9c437308558a42d12007cb9ed40c982a3ed.sol,semgrep,solidity,2023/08/21,20240129_1927,1706560329.2905009,2.1106462478637695,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x0157e4989c8be557d4af04b4a01617834534a22b.sol,0x0157e4989c8be557d4af04b4a01617834534a22b.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559742.0170166,1.966947317123413,0,"{non_payable_constructor,use_custom_error_not_require,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x016e23d2a9ee0c0fe50425239403c6d1a3ab11c7.sol,0x016e23d2a9ee0c0fe50425239403c6d1a3ab11c7.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559769.4651275,2.084367275238037,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x01a1fe13214b733ed3624e8269700c35ee3b5a3e.sol,0x01a1fe13214b733ed3624e8269700c35ee3b5a3e.sol,semgrep,solidity,2023/08/21,20240129_1927,1706560359.304276,2.0117335319519043,0,"{non_payable_constructor,use_custom_error_not_require,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x01cad3b219fe5ca5673ed0832236f8157b34e2c4.sol,0x01cad3b219fe5ca5673ed0832236f8157b34e2c4.sol,semgrep,solidity,2023/08/21,20240129_1927,1706558628.1991053,2.2121098041534424,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x01cb9fa063145edb87d1a9f86b9eaa8aa5b82274.sol,0x01cb9fa063145edb87d1a9f86b9eaa8aa5b82274.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557075.4298098,1.9398510456085205,0,"{non_payable_constructor,use_custom_error_not_require,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x01cf131b24d75b5515163c2925faa11cf256731e.sol,0x01cf131b24d75b5515163c2925faa11cf256731e.sol,semgrep,solidity,2023/08/21,20240129_1927,1706556740.3793356,2.0305449962615967,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x01d98fafeae2bec6f532e1fd97bb0f883703e20a.sol,0x01d98fafeae2bec6f532e1fd97bb0f883703e20a.sol,semgrep,solidity,2023/08/21,20240129_1927,1706556911.747697,2.1081297397613525,0,{non_payable_constructor},{},{},{}
MyData/Contracts_12k/0x01f0dafd4625a4462c678719a99a39ba52522d70.sol,0x01f0dafd4625a4462c678719a99a39ba52522d70.sol,semgrep,solidity,2023/08/21,20240129_1927,1706558669.6062222,1.995922327041626,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x021520d09649746435e23d49ddcd81b73b1e133e.sol,0x021520d09649746435e23d49ddcd81b73b1e133e.sol,semgrep,solidity,2023/08/21,20240129_1927,1706556871.2950053,1.989898681640625,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x02804066215d2348ab14c864dac120fea4821309.sol,0x02804066215d2348ab14c864dac120fea4821309.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557602.52031,2.044464111328125,0,{},{},{},{}
MyData/Contracts_12k/0x0283106cf9062ba680f79974bcbebd18770c8256.sol,0x0283106cf9062ba680f79974bcbebd18770c8256.sol,semgrep,solidity,2023/08/21,20240129_1927,1706558617.7853763,2.0867295265197754,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x0296d9b290e6a758b84a1c98052fa0c2f31bcb49.sol,0x0296d9b290e6a758b84a1c98052fa0c2f31bcb49.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559483.3666797,2.192190408706665,0,"{inefficient_state_variable_increment,non_payable_constructor,use_abi_encodecall_instead_of_encodewithselector,use_custom_error_not_require,use_multiple_require,use_nested_if,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x02c979736387b58430a63bea226e1d3dd9e27c18.sol,0x02c979736387b58430a63bea226e1d3dd9e27c18.sol,semgrep,solidity,2023/08/21,20240129_1927,1706558154.2788126,1.9342443943023682,0,{},{},{},{}
MyData/Contracts_12k/0x02ed9d44d45f051168f0e9449697ffd6d0a700ee.sol,0x02ed9d44d45f051168f0e9449697ffd6d0a700ee.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557505.0347648,2.0921990871429443,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x03158a56c8df2669d249c09308bc4e973814e949.sol,0x03158a56c8df2669d249c09308bc4e973814e949.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559891.581723,2.0391409397125244,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x03647dddd6cc32ac4992618124a3e2375bf66651.sol,0x03647dddd6cc32ac4992618124a3e2375bf66651.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557048.6832864,2.0074753761291504,0,"{non_payable_constructor,use_abi_encodecall_instead_of_encodewithselector,use_custom_error_not_require,use_multiple_require,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x036a0cbf52fc9f578b2ea4e51dbea0d354bece35.sol,0x036a0cbf52fc9f578b2ea4e51dbea0d354bece35.sol,semgrep,solidity,2023/08/21,20240129_1927,1706560287.3603997,2.127037286758423,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x03776a5c3b6a15e690b9e5b700199d784aa4baa2.sol,0x03776a5c3b6a15e690b9e5b700199d784aa4baa2.sol,semgrep,solidity,2023/08/21,20240129_1927,1706558127.222494,2.125751256942749,0,"{non_payable_constructor,use_abi_encodecall_instead_of_encodewithselector,use_custom_error_not_require,use_multiple_require,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x03ae996158754ce2d6ee518c9c36e4280c190b38.sol,0x03ae996158754ce2d6ee518c9c36e4280c190b38.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559440.0458014,3.0125346183776855,0,"{inefficient_state_variable_increment,non_payable_constructor,use_abi_encodecall_instead_of_encodewithselector,use_custom_error_not_require,use_multiple_require,use_nested_if,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x041ef7f27e5a06e62c5a0348aa64040a83a4d7a2.sol,0x041ef7f27e5a06e62c5a0348aa64040a83a4d7a2.sol,semgrep,solidity,2023/08/21,20240129_1927,1706558677.7364616,2.069199323654175,0,"{non_payable_constructor,use_abi_encodecall_instead_of_encodewithselector,use_custom_error_not_require,use_multiple_require,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x044206e908ecca76e639ea76ee7fcd03ed8c99ba.sol,0x044206e908ecca76e639ea76ee7fcd03ed8c99ba.sol,semgrep,solidity,2023/08/21,20240129_1927,1706557696.625489,2.1511576175689697,0,"{inefficient_state_variable_increment,non_payable_constructor,use_abi_encodecall_instead_of_encodewithselector,use_custom_error_not_require,use_multiple_require,use_nested_if,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x0468132c5343838aa828be74383ad3552cbd5629.sol,0x0468132c5343838aa828be74383ad3552cbd5629.sol,semgrep,solidity,2023/08/21,20240129_1927,1706556504.5326533,2.070155143737793,0,"{non_payable_constructor,use_abi_encodecall_instead_of_encodewithselector,use_custom_error_not_require,use_multiple_require,use_short_revert_string}",{},{},{}
MyData/Contracts_12k/0x04db2213440777d14c1bc6571778ec840b6b6474.sol,0x04db2213440777d14c1bc6571778ec840b6b6474.sol,semgrep,solidity,2023/08/21,20240129_1927,1706558120.9295177,2.0646443367004395,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x04dddbe3fd7e086e4c2ec05f0319d50850a7bb9c.sol,0x04dddbe3fd7e086e4c2ec05f0319d50850a7bb9c.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559099.9041042,1.9848053455352783,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x053bc900d190f0416cbaba2aac3336568a761d61.sol,0x053bc900d190f0416cbaba2aac3336568a761d61.sol,semgrep,solidity,2023/08/21,20240129_1927,1706560295.9958174,2.018263339996338,0,"{non_payable_constructor,unnecessary_checked_arithmetic_in_loop,use_custom_error_not_require,use_prefix_increment_not_postfix}",{},{},{}
MyData/Contracts_12k/0x0541a05c1307165df815dbbc5a149f78e0bf1055.sol,0x0541a05c1307165df815dbbc5a149f78e0bf1055.sol,semgrep,solidity,2023/08/21,20240129_1927,1706559968.4033444,3.0409955978393555,0,"{use_custom_error_not_require,use_short_revert_string}",{},{},{}
