id,DASP,1,2,3,4,5,6,7,8,9,10
00805ffc6f3b3ead5a87d50efd5ac2be,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1
0109eb4190332c1261dedf7275cecdc2,"[1.0, 10.0, 5]",1,0,0,0,1,0,0,0,0,1
014a0178b1fb411bcff909ff91c1f21f,"[1.0, 10.0]",1,0,0,0,0,0,0,0,0,1
018e9418a46c3e7cccb7975b4f3b785d,"[1.0, 2.0, 3.0, 5, 6.0, 8.0, 10.0]",1,1,0,0,1,1,0,1,0,1
039204deeed2612d8cec03eb9be3d5ac,[10.0],0,0,0,0,0,0,0,0,0,1
0414ecc31e3039518177942a1ac278ae,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1
04260850c2b912fffccfdf966c6d5be8,"[10.0, 2.0, 5]",0,1,0,0,1,0,0,0,0,1
0450981ed4e1a1aae348f25d6c0d44f5,"[8, 1.0, 10.0]",1,0,0,0,0,0,0,1,0,1
0758f5676748686e276b507b607f3d35,"[2.0, 10.0, 4, 5]",0,1,0,1,1,0,0,0,0,1
080c2fe0268e8167dcfd7ddb008bdee5,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1
083e60356eeecf6edf0e82b79f66a4ba,"[10.0, 2.0, 4.0]",0,1,0,1,0,0,0,0,0,1
0904f5cd5104cac94777d76aa749a177,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1
0aef6c211111272d7254889fc692314e,"[1.0, 10.0, 2.0, 5.0]",1,1,0,0,1,0,0,0,0,1
0ba1a56bedc9564da325d5d04b095dda,"[1.0, 2.0, 5, 8.0, 10.0]",1,1,0,0,1,0,0,1,0,1
0bf4f7d5f0d218b8bb43d1b754bf02f4,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1
0c667b09db9b8c8567bf5d4a55930660,"[2.0, 10.0]",0,1,0,0,0,0,0,0,0,1
0d723ab4aa14119693f9deaaf0c196d6,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1
0ef334fcec6f55741d06af6797035a20,"[2.0, 10.0, 5.0]",0,1,0,0,1,0,0,0,0,1
10b1bb45baab82b31094e99ad248881f,[10.0],0,0,0,0,0,0,0,0,0,1
10e497422f3c9e6016ceee18efbf511a,[10.0],0,0,0,0,0,0,0,0,0,1
11aca172784c464d9fd5c88f698ac350,"[1.0, 10.0, 5]",1,0,0,0,1,0,0,0,0,1
13371f6fcfda3a0fb88e0d404700725f,[10.0],0,0,0,0,0,0,0,0,0,1
133aefc4f4e851bf0a66685b388461e0,[10.0],0,0,0,0,0,0,0,0,0,1
14e3d9c49f3c25df62c27c465e6e470c,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1
156fc36e6b8f1690a122490f92850a9b,"[8.0, 1.0, 10.0, 2.0]",1,1,0,0,0,0,0,1,0,1
157b31a99f78f28a4c608530ae3c17a3,"[2.0, 10.0]",0,1,0,0,0,0,0,0,0,1
15c7b09fde87ff4c25709229e8d86e9f,"[1.0, 10.0, 2.0, 4.0]",1,1,0,1,0,0,0,0,0,1
15f0f5d0a9c293644706e36c2e3e79cb,[10.0],0,0,0,0,0,0,0,0,0,1
160379813b0fd087c4e0b581a6542d6a,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1
168c5801595d4c0592a76a52a2638e0e,"[1.0, 3.0, 5.0, 6.0, 8.0, 10.0]",1,0,0,0,1,1,0,1,0,1
17272b14978f10ec7183fc4d41a8e2aa,"[1.0, 10.0]",1,0,0,0,0,0,0,0,0,1
175c443da7637ba3b53053561531a69e,"[1.0, 10.0, 5]",1,0,0,0,1,0,0,0,0,1
179babe8268751b61dac7ec6bc2f70b6,"[1.0, 2.0, 3.0, 5, 6.0, 8.0, 10.0]",1,1,0,0,1,1,0,1,0,1
17b9b05e6a5a9ebc217790cca9af537d,"[1.0, 2.0, 3.0, 5, 6.0, 8.0, 10.0]",1,1,0,0,1,1,0,1,0,1
188b738535499d2d49da9a27e26e715d,"[1.0, 10.0, 5]",1,0,0,0,1,0,0,0,0,1
1a7e2df711b625fad09263bd59dc6a64,"[2.0, 10.0, 4]",0,1,0,1,0,0,0,0,0,1
1ace4789a1fed6463552756539eeb658,"[1.0, 10.0, 5]",1,0,0,0,1,0,0,0,0,1
1b1f54b3f4cefadf796b2e17b05cc2e7,"[10.0, 2.0, 4.0]",0,1,0,1,0,0,0,0,0,1
1c441ae481d5647eebcbfbd62e323c43,"[2.0, 10.0]",0,1,0,0,0,0,0,0,0,1
1ca17455b5cfa6b1822ae605ee81d3b8,"[1.0, 2.0, 3.0, 5, 6.0, 8.0, 10.0]",1,1,0,0,1,1,0,1,0,1
1d911a75645a7e93361992321040b1b9,"[10.0, 2.0, 4, 5]",0,1,0,1,1,0,0,0,0,1
1f3d57268206f69991ffde3e48b86b3b,"[1.0, 10.0, 5]",1,0,0,0,1,0,0,0,0,1
1f64671037738fde256290124afa3ce4,"[1.0, 10.0, 2.0]",1,1,0,0,0,0,0,0,0,1
1f8f2b3eef8cb8fd8efff41c0c7bfea6,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1
20e0af360932a053a4ce6242c97dedb8,"[10.0, 2]",0,1,0,0,0,0,0,0,0,1
211b71004fe7728e2d991129d5b717ec,"[1.0, 10.0, 2.0]",1,1,0,0,0,0,0,0,0,1
24d4b9e3b066487e442c7820cfb1c087,"[2.0, 10.0, 4]",0,1,0,1,0,0,0,0,0,1
25e61f561e1cba03a113fe7d6fedde8b,"[1.0, 2.0, 5.0, 6.0, 8.0, 10.0]",1,1,0,0,1,1,0,1,0,1
266b37b9c7a420bcbbb0bae598b12acb,"[1.0, 10.0, 5]",1,0,0,0,1,0,0,0,0,1
