id,DASP,1,2,3,4,5,6,7,8,9,10
037b28dd4a4145b2363c3e823896d5ba,"[10, 4]",0,0,0,1,0,0,0,0,0,1
0c11eade660c549fd30cc7b4007f6ef2,[10],0,0,0,0,0,0,0,0,0,1
0cdbbeab4de6b46689588c1ae5d2e97c,[10],0,0,0,0,0,0,0,0,0,1
0cdc64278f3169e4b4be494f50a9067f,"[10, 4, 8]",0,0,0,1,0,0,0,1,0,1
10a0dbd8490e8e1d2369b66bf7ea6c0c,"[10, 4, 1]",1,0,0,1,0,0,0,0,0,1
12d3b6e46ba8276510e366c348bc13cf,[10],0,0,0,0,0,0,0,0,0,1
1eab29a5b44cb226c06cff3ad49782aa,"[10, 2]",0,1,0,0,0,0,0,0,0,1
22fc1f0341e063e69a7757e8ce96d153,[10],0,0,0,0,0,0,0,0,0,1
25da2b1b1e77bba58cf234eac71ad996,[10],0,0,0,0,0,0,0,0,0,1
27bc70fee1ba95b4278050baa580c02d,"[10, 4]",0,0,0,1,0,0,0,0,0,1
286b79c7751e24ec56dc3e017b752c2d,"[10, 8, 6]",0,0,0,0,0,1,0,1,0,1
2df19a9e14258e4ccd927da453faca58,[10],0,0,0,0,0,0,0,0,0,1
32f3ebc6f4e87a2e694149ccd94f91fa,"[10, 8]",0,0,0,0,0,0,0,1,0,1
33f2be2e1138eeb24108e39c23ed1aac,"[10, 4]",0,0,0,1,0,0,0,0,0,1
353f4415992e2b4ee5c1a0d3e49e95c0,"[10, 1]",1,0,0,0,0,0,0,0,0,1
384ff64be93df3ce699995083aaa69c2,"[10, 1]",1,0,0,0,0,0,0,0,0,1
417de51398cd0abd60af4939880daee5,"[10, 4]",0,0,0,1,0,0,0,0,0,1
43c1aafd835e7d0696476c5b669aafbe,"[10, 4]",0,0,0,1,0,0,0,0,0,1
447f15be04cd6f0477f1a0257c881733,"[10, 4]",0,0,0,1,0,0,0,0,0,1
4610c460c14ad66ac1653b298e4a0743,"[10, 2]",0,1,0,0,0,0,0,0,0,1
486bc836595df143884f54a835491741,[10],0,0,0,0,0,0,0,0,0,1
496d4aaf2411621a61975ed7495b426a,"[10, 2, 4]",0,1,0,1,0,0,0,0,0,1
4e549dc1a7f59c779ab614437fd6c26d,"[10, 8, 6, 1, 5]",1,0,0,0,1,1,0,1,0,1
54333990752c100afa6dca3af363c950,"[10, 4]",0,0,0,1,0,0,0,0,0,1
54a416b397e2725d7b7982b42b4d930a,"[10, 4]",0,0,0,1,0,0,0,0,0,1
56db50c77b9d2b6960c93e739e7592b9,"[10, 8, 4, 5, 1]",1,0,0,1,1,0,0,1,0,1
56f2869b2219a217fa7f0523a3c738f1,"[10, 4]",0,0,0,1,0,0,0,0,0,1
5779579f9ba8cd1df1d151db09b2ace5,"[10, 4]",0,0,0,1,0,0,0,0,0,1
5bedf6bbf39fbf476429737541632f60,"[10, 4]",0,0,0,1,0,0,0,0,0,1
5fe1361f2c3f5f849d45a42ce014f7e9,[10],0,0,0,0,0,0,0,0,0,1
61100e940002287986287c56b94e1c1c,"[10, 4]",0,0,0,1,0,0,0,0,0,1
63753d986c8c3294de2b15caf9b24f66,"[10, 4]",0,0,0,1,0,0,0,0,0,1
66bdef17fd9bb9e1afc0a910763d9f2e,[10],0,0,0,0,0,0,0,0,0,1
6c95c2086e5a58f7a5fbede278fd7aff,"[10, 8, 4]",0,0,0,1,0,0,0,1,0,1
6cb8409b6c9e9271ee3264a63dafc311,"[10, 1]",1,0,0,0,0,0,0,0,0,1
6d9482b4cd3474f56302fa9e0aa11b9a,"[10, 4]",0,0,0,1,0,0,0,0,0,1
6ec9a5576cdb930ffb9a1446cef62006,[10],0,0,0,0,0,0,0,0,0,1
6fa603e74548ec06302ec18baa4b9bee,"[10, 4, 2]",0,1,0,1,0,0,0,0,0,1
73ae836135de464262086a9f1961be11,"[10, 4, 8]",0,0,0,1,0,0,0,1,0,1
7c5b0f00a1967841b0776554d987d20c,"[10, 4, 8]",0,0,0,1,0,0,0,1,0,1
7f5c1fd4bbfc11ac43e5996e0ed4fbd6,"[10, 8, 1]",1,0,0,0,0,0,0,1,0,1
7fb51a9a6290fee01fec0c1476d1bc79,"[10, 4]",0,0,0,1,0,0,0,0,0,1
814a9f9ceedc8c5059d301ce58bc3a51,"[10, 4]",0,0,0,1,0,0,0,0,0,1
828105a81b9c451dad83348131c07d5d,"[10, 8, 4]",0,0,0,1,0,0,0,1,0,1
85b7df96a3e81b56ad5a89dec6529cb6,[10],0,0,0,0,0,0,0,0,0,1
882a21aa1d44151b11139ef0c0c887ab,[10],0,0,0,0,0,0,0,0,0,1
88d49d35714aa4307486e281736067d2,"[10, 6, 8]",0,0,0,0,0,1,0,1,0,1
88f76d47fd48a0d7142dd77c6eb24e86,"[10, 4]",0,0,0,1,0,0,0,0,0,1
8a1501406f513b286cfc43cf490f69a3,[10],0,0,0,0,0,0,0,0,0,1
8a4c97e839e63a3dced8aceada8a1c13,[10],0,0,0,0,0,0,0,0,0,1
8b1752b1064dcb4a59159062e5eeff0e,"[10, 4]",0,0,0,1,0,0,0,0,0,1
8d3c46e54d293cafe1c71aa6b0afd2f8,"[10, 4]",0,0,0,1,0,0,0,0,0,1
914172cd9a4220f4edd2f53ac1c140fe,"[10, 4]",0,0,0,1,0,0,0,0,0,1
927a28e106342a4bdd27219bec472f6d,[10],0,0,0,0,0,0,0,0,0,1
9280f2f8a04f559485d7bdfd31fcc34b,"[10, 4, 5, 1]",1,0,0,1,1,0,0,0,0,1
93c43077891e5b0f76c7c95e2712734e,"[10, 4, 1]",1,0,0,1,0,0,0,0,0,1
9625bb2120997df38d1c2c3abad544d4,"[10, 4]",0,0,0,1,0,0,0,0,0,1
96a6fe70d4e0d386d6582b2c3a5661c1,[10],0,0,0,0,0,0,0,0,0,1
99598190525981ef38d65dc2258eedf2,[10],0,0,0,0,0,0,0,0,0,1
9b4b9b305781c6a366abf3ffe6e27579,"[10, 8]",0,0,0,0,0,0,0,1,0,1
9bb1fb1316cffac69c99614b026312af,"[10, 4]",0,0,0,1,0,0,0,0,0,1
9bffb70a98344520b17d9c750f2e5f69,"[10, 2, 4]",0,1,0,1,0,0,0,0,0,1
a2604245d40ab6790ec47c8a3bc062d7,[10],0,0,0,0,0,0,0,0,0,1
a3f97f3aaea62737f61587af1aad2b48,"[10, 4]",0,0,0,1,0,0,0,0,0,1
a908ce1a9fd14f49aac2d54a9eea0aca,"[10, 5, 8]",0,0,0,0,1,0,0,1,0,1
aa90c231c0f3a061aac44f6c11868c29,"[10, 4, 8]",0,0,0,1,0,0,0,1,0,1
ab5d5f69a4016bc824d60623eca4d29e,"[10, 4]",0,0,0,1,0,0,0,0,0,1
b260e0b0ad7cbe377e6f3db1280f014d,"[10, 8, 4]",0,0,0,1,0,0,0,1,0,1
b66efe95949eba490cf5d125882093db,[10],0,0,0,0,0,0,0,0,0,1
bd0e43984f48cfad5ba6c97ab75ed322,"[10, 4]",0,0,0,1,0,0,0,0,0,1
c08574032605abf376211fabb5906381,"[10, 4]",0,0,0,1,0,0,0,0,0,1
c373e8c9c600c430ebbc72e0aba07cbf,[10],0,0,0,0,0,0,0,0,0,1
c43a21c0caaf556d1584f5c6e9cec81f,"[10, 1, 6, 5]",1,0,0,0,1,1,0,0,0,1
c599ca8789430a35547c945cf7307687,"[10, 4, 2]",0,1,0,1,0,0,0,0,0,1
c661e2c8d2f7f72b0374a3f021f1dc06,"[10, 4, 1]",1,0,0,1,0,0,0,0,0,1
cc7147302972df23492457c7c65982b2,[10],0,0,0,0,0,0,0,0,0,1
cea02d371a65dbadaa9aee297d8b2476,"[10, 4]",0,0,0,1,0,0,0,0,0,1
