id,DASP,1,2,3,4,5,6,7,8,9,10
03d0baf5a3e31dda5d1efe05d40658d8,[10.0],0,0,0,0,0,0,0,0,0,0
0577326ac4a685c6148dde8eac56236f,[10.0],0,0,0,0,0,0,0,0,0,0
05a16bca48750b9ea9e52f8412b4cf63,[10.0],0,0,0,0,0,0,0,0,0,0
0613172bdabca2110b68a474022387b6,"[10.0, 5.0]",0,0,0,0,0,0,0,0,0,0
0970ec7cf5331089986386e015e189a9,"[1.0, 2.0, 3, 6.0, 8.0, 10.0]",0,0,0,0,0,0,0,0,0,0
0e7d44697efe5ffbd4a6888f9254516c,"[10.0, 3]",0,0,0,0,0,0,0,0,0,0
102a618824753eaad17a77509c445010,"[2.0, 10.0]",0,0,0,0,0,0,0,0,0,0
1ba89f80d689bee67f579860b18bd57f,"[10.0, 2]",0,0,0,0,0,0,0,0,0,0
1cf4ed67642a496429b5e106368e4a23,[10.0],0,0,0,0,0,0,0,0,0,0
1ff0e80d13c4b745b35c863a71f92e50,"[2.0, 10.0, 4.0]",0,0,0,0,0,0,0,0,0,0
240a616e476949c576890ec80badfc2f,"[10.0, 3, 5.0]",0,0,0,0,0,0,0,0,0,0
24e275cd428302d00544503d940ffdd0,"[10.0, 2.0, 3]",0,0,0,0,0,0,0,0,0,0
2ad455fca27f80c82c8003151942be9a,"[10.0, 1.0, 2.0, 3]",0,0,0,0,0,0,0,0,0,0
2b1691f078e8931c315246fed178def2,"[2, 10.0]",0,0,0,0,0,0,0,0,0,0
2c56aaa9755a0ec3fa4cc690269414a8,"[2.0, 10.0]",0,0,0,0,0,0,0,0,0,0
2d516f3e19729be9001860c518474022,"[1.0, 10.0, 2, 5.0]",0,0,0,0,0,0,0,0,0,0
32e4857e9226cfd10b25785bf4129234,"[1.0, 10.0, 2.0]",0,0,0,0,0,0,0,0,0,0
3b9d14aa628910698c544f9ae3162922,"[1.0, 2.0, 3, 5.0, 10]",0,0,0,0,0,0,0,0,0,0
4198b0cc758eb6af1b8bedbd4ed4253e,[10.0],0,0,0,0,0,0,0,0,0,0
424c69bd0b1d3c4d153c99eddce01b27,"[1.0, 2, 3, 4.0, 10.0]",0,0,0,0,0,0,0,0,0,0
444702f3cb9069ca641b13c121b3ec93,"[10.0, 3]",0,0,0,0,0,0,0,0,0,0
505345e7fb02a545f62026df5b7ae895,"[2.0, 10.0]",0,0,0,0,0,0,0,0,0,0
5436a080bd0e6bb074c165d6d7b8cba4,"[2.0, 4.0, 5.0, 6.0, 10.0]",0,0,0,0,0,0,0,0,0,0
5b95163f116e90cfe702a5e6aa99a04e,"[10.0, 3]",0,0,0,0,0,0,0,0,0,0
66c46209cfe6de4b1fe253c06763b809,[10.0],0,0,0,0,0,0,0,0,0,0
6729294c7f924f186f54baf301a743af,"[10.0, 3]",0,0,0,0,0,0,0,0,0,0
68f13a52f8cf87ea0cb8d5d94ca1ca9b,"[10.0, 3]",0,0,0,0,0,0,0,0,0,0
6a08c4751470fa5406cf416acf404220,"[8.0, 10.0, 2.0, 3]",0,0,0,0,0,0,0,0,0,0
730f512b4e7a90ffb1776a2edd87101b,"[10.0, 2]",0,0,0,0,0,0,0,0,0,0
816d6a19201b207309c5dbecfa2d7df6,"[8, 10.0]",0,0,0,0,0,0,0,0,0,0
82ea737c40b789654430a99df7e6247c,"[2.0, 10.0]",0,0,0,0,0,0,0,0,0,0
84eed6d15252786519030e276969c245,"[10.0, 2, 5.0]",0,0,0,0,0,0,0,0,0,0
